HF Code,HF Name,Province,District,Palika,Ward,Authority-Level,Authority,Ownership,Facility Level
6010800021,MUKOT HEALTH POST,Karnali Pradesh,Dolpa,Chharka Tangsong Rural Municipality,4,Local,Government,Local Government,Basic Health Service Center
6020100011,DOLPHU HEALTHPOST,Karnali Pradesh,Mugu,Mugumkarmarog Rural Municipality,1,Local,Government,Local Government,Basic Health Service Center
6020100021,KIMARI HEALTH POST,Karnali Pradesh,Mugu,Mugumkarmarog Rural Municipality,4,Local,Government,Local Government,Basic Health Service Center
6020100031,MANGRI HEALTH POST,Karnali Pradesh,Mugu,Mugumkarmarog Rural Municipality,8,Local,Government,Local Government,Basic Health Service Center
6020100041,MUGU HEALTHPOST,Karnali Pradesh,Mugu,Mugumkarmarog Rural Municipality,2,Local,Government,Local Government,Basic Health Service Center
6020100051,PULU HEALTH POST,Karnali Pradesh,Mugu,Mugumkarmarog Rural Municipality,5,Local,Government,Local Government,Basic Health Service Center
6020200011,MUGU AAYURVED DISPENSARY,Karnali Pradesh,Mugu,Chhayanath Rara Municipality,1,Local,Government,,Ayurveda Aushadhalaya
6020200061,DISTRICT HOSPITAL MUGU,Karnali Pradesh,Mugu,Chhayanath Rara Municipality,1,Provincial,Government,Provincial Government,General Hospital
6020200071,BAMA HEALTH POST,Karnali Pradesh,Mugu,Chhayanath Rara Municipality,14,Local,Government,Local Government,Basic Health Service Center
6020200081,DHUNGEDHARA HEALTH POST,Karnali Pradesh,Mugu,Chhayanath Rara Municipality,12,Local,Government,Local Government,Basic Health Service Center
6020200091,GUM HEALTH POST,Karnali Pradesh,Mugu,Chhayanath Rara Municipality,1,Local,Government,Local Government,Basic Health Service Center
6020200101,KARKIBADA HEALTH POST,Karnali Pradesh,Mugu,Chhayanath Rara Municipality,3,Local,Government,Local Government,Basic Health Service Center
6020200111,PINA HEALTH POST,Karnali Pradesh,Mugu,Chhayanath Rara Municipality,7,Local,Government,Local Government,Basic Health Service Center
6020200121,SHREENAGAR HEALTH POST,Karnali Pradesh,Mugu,Chhayanath Rara Municipality,3,Local,Government,Local Government,Basic Health Service Center
6020300011,COMMUNITY HEALTH UNIT SAIN,MUGU,Karnali Pradesh,Mugu,Soru Rural Municipality,5,Local,Government,Local Government,Basic Health Service Center
6020300021,BHIYEE HP MUGU,Karnali Pradesh,Mugu,Soru Rural Municipality,3,Local,Government,Local Government,Basic Health Service Center
6020300031,DHAINKOT HP MUGU,Karnali Pradesh,Mugu,Soru Rural Municipality,10,Local,Government,Local Government,Basic Health Service Center
6020300041,JIM HP MUGU,Karnali Pradesh,Mugu,Soru Rural Municipality,7,Local,Government,Local Government,Basic Health Service Center
6020300051,KHANAYA HP MUGU,Karnali Pradesh,Mugu,Soru Rural Municipality,9,Local,Government,Local Government,Basic Health Service Center
6020300061,NATHARPU HP MUGU,Karnali Pradesh,Mugu,Soru Rural Municipality,1,Local,Government,Local Government,Basic Health Service Center
6020300071,PHOTU HP MUGU,Karnali Pradesh,Mugu,Soru Rural Municipality,4,Local,Government,Local Government,Basic Health Service Center
6020300081,RARA (GILAS) HP MUGU,Karnali Pradesh,Mugu,Soru Rural Municipality,8,Local,Government,Local Government,Basic Health Service Center
6020400011,NAKHARJI AAYURVED DISPENSARY,Karnali Pradesh,Mugu,Khatyad Rural Municipality,9,Local,Government,Local Government,Basic Ayurveda Service Centre
6020400021,BASIC HEALTH SERVICE CENTRE RIKHIYA,MUGU,Karnali Pradesh,Mugu,Khatyad Rural Municipality,11,Local,Government,Local Government,Basic Health Service Center
6020400031,COMMUNITY HEALTH UNIT,SHREEKOT,Karnali Pradesh,Mugu,Khatyad Rural Municipality,3,Local,Government,Local Government,Basic Health Service Center
6020400041,GAMTHA HEALTH POST,Karnali Pradesh,Mugu,Khatyad Rural Municipality,7,Local,Government,Local Government,Basic Health Service Center
6020400051,HYANGLU HEALTH POST,Karnali Pradesh,Mugu,Khatyad Rural Municipality,10,Local,Government,Local Government,Basic Health Service Center
6020400061,KHAMALE HEALTH POST,Karnali Pradesh,Mugu,Khatyad Rural Municipality,5,Local,Government,Local Government,Basic Health Service Center
6020400071,SERI HEALTH POST,Karnali Pradesh,Mugu,Khatyad Rural Municipality,1,Local,Government,Local Government,Basic Health Service Center
6020400081,SHREEKOT HEALTH POST,Karnali Pradesh,Mugu,Khatyad Rural Municipality,4,Local,Government,Local Government,Basic Health Service Center
6020400091,SUKHADHIK HEALTH POST,Karnali Pradesh,Mugu,Khatyad Rural Municipality,8,Local,Government,Local Government,Basic Health Service Center
6020400101,KOTDANDA PRIMARY HEALTH CARE CENTER,Karnali Pradesh,Mugu,Khatyad Rural Municipality,11,Local,Government,Local Government,Basic Health Service Center
6030100011,DARMA HEALTH POST,Karnali Pradesh,Humla,Chankheli Rural Municipality,2,Local,Government,Local Government,Basic Health Service Center
6030100021,MELCHHAM HEALTH POST,Karnali Pradesh,Humla,Chankheli Rural Municipality,6,Local,Government,Local Government,Basic Health Service Center
6030100031,MIMI HEALTH POST,Karnali Pradesh,Humla,Chankheli Rural Municipality,3,Local,Government,Local Government,Basic Health Service Center
6030100041,SHREEMASTHA  HEALTH POST,Karnali Pradesh,Humla,Chankheli Rural Municipality,4,Local,Government,Local Government,Basic Health Service Center
6030600031,KALIKA LAUTHI HEALTH POST,Karnali Pradesh,Humla,Adanchuli Rural Municipality,5,Local,Government,Local Government,Basic Health Service Center
6030500081,RIPA HEALTH POST,Karnali Pradesh,Humla,Sarkegad Rural Municipality,2,Local,Government,Local Government,Basic Health Service Center
6030200031,KHARPUNATH COMMUNITY HOSPITAL,Karnali Pradesh,Humla,Kharpunath Rural Municipality,5,Local,Government,Local Government,Basic Hospital (5 to 15 beds)
6030200041,CHHIPRA HEALTH POST,Karnali Pradesh,Humla,Kharpunath Rural Municipality,4,Local,Government,Local Government,Basic Health Service Center
6030200051,KHARPUNATH HEALTH POST,Karnali Pradesh,Humla,Kharpunath Rural Municipality,5,Local,Government,Local Government,Basic Health Service Center
6030200061,LALI HEALTH POST HUMLA,Karnali Pradesh,Humla,Kharpunath Rural Municipality,1,Local,Government,Local Government,Basic Health Service Center
6030200071,RAYA HEALTH POST,Karnali Pradesh,Humla,Kharpunath Rural Municipality,3,Local,Government,Local Government,Basic Health Service Center
6030300011,AYURVEDA HEALTH CENTER,Karnali Pradesh,Humla,Simkot Rural Municipality,6,Provincial,Government,Provincial Government,Ayurveda Health Center (General Ayurveda Hospital)
6030300031,SIMIKOT DISTRICT HOSPITAL,Karnali Pradesh,Humla,Simkot Rural Municipality,5,Provincial,Government,Provincial Government,General Hospital
6030300051,BARGAUN HP,Karnali Pradesh,Humla,Simkot Rural Municipality,3,Local,Government,Local Government,Health Post
6030300061,DANDAFAYA HP,Karnali Pradesh,Humla,Simkot Rural Municipality,7,Local,Government,Local Government,Health Post
6030300071,SYADA HP,Karnali Pradesh,Humla,Simkot Rural Municipality,8,Local,Government,Local Government,Health Post
6030300081,THEHE HP,Karnali Pradesh,Humla,Simkot Rural Municipality,2,Local,Government,Local Government,Health Post
6030400011,HEPKA HEALTH POST,Karnali Pradesh,Humla,Namkha Rural Municipality,1,Local,Government,Local Government,Basic Health Service Center
6030400021,KHAGALGAUN HEATH POST,Karnali Pradesh,Humla,Namkha Rural Municipality,3,Local,Government,Local Government,Basic Health Service Center
6030400031,LIMI HEATH POST,Karnali Pradesh,Humla,Namkha Rural Municipality,6,Local,Government,Local Government,Basic Health Service Center
6030400041,MUCHU HEALTH POST,Karnali Pradesh,Humla,Namkha Rural Municipality,4,Local,Government,Local Government,Basic Health Service Center
6030500011,SARKEDEU AAYURVED DISPENSARY,Karnali Pradesh,Humla,Sarkegad Rural Municipality,2,Local,Government,Provincial Government,Basic Health Service Center
6030500021,BARAI HEALTH POST,Karnali Pradesh,Humla,Sarkegad Rural Municipality,6,Local,Government,Local Government,Basic Health Service Center
6030500031,GOTHI HEALTH POST,Karnali Pradesh,Humla,Sarkegad Rural Municipality,5,Local,Government,Local Government,Basic Health Service Center
6030500041,JAIR HEALTH POST,Karnali Pradesh,Humla,Sarkegad Rural Municipality,1,Local,Government,Local Government,Basic Health Service Center
6030500051,RODIKOT HEALTH  POST,Karnali Pradesh,Humla,Sarkegad Rural Municipality,7,Local,Government,Local Government,Traditional Service Centre
6030500071,SAYA HEALTH POST,Karnali Pradesh,Humla,Sarkegad Rural Municipality,4,Local,Government,Local Government,Basic Health Service Center
6030600011,NAREKOT COMMUNITY HEALTH UNIT,Karnali Pradesh,Humla,Adanchuli Rural Municipality,4,Local,Government,Local Government,Basic Health Service Center
6030600021,SHREENAGAR HEALTH POST,Karnali Pradesh,Humla,Adanchuli Rural Municipality,3,Local,Government,Local Government,Basic Health Service Center
6030700011,MAILA HEALTH POST,Karnali Pradesh,Humla,Tanjakot Rural Municipality,3,Local,Government,Local Government,Basic Health Service Center
6030700021,MADANA HEALTH POST,Karnali Pradesh,Humla,Tanjakot Rural Municipality,5,Local,Government,Local Government,Basic Health Service Center
6040100011,CHHUMCHAUR HEALTH POST,Karnali Pradesh,Jumla,Patarasi Rural Municipality,3,Local,Government,Local Government,Basic Health Service Center
6040100021,DILLICHAUR HEALTH POST,Karnali Pradesh,Jumla,Patarasi Rural Municipality,4,Local,Government,Local Government,Basic Health Service Center
6040100031,PATARASI HEALTH POST,Karnali Pradesh,Jumla,Patarasi Rural Municipality,1,Local,Government,Local Government,Basic Health Service Center
6040100041,PATMARA HEALTH POST,Karnali Pradesh,Jumla,Patarasi Rural Municipality,6,Local,Government,Local Government,Basic Health Service Center
6040200011,SINJA AYURVED DISPENSARY,Karnali Pradesh,Jumla,Kanaka Sundari Rural Municipality,6,Local,Government,Local Government,Basic Ayurveda Service Centre
6040200021,BIRAT HP,Karnali Pradesh,Jumla,Kanaka Sundari Rural Municipality,3,Local,Government,Local Government,Basic Health Service Center
6040200031,BUMRAMADICHAUR HP,Karnali Pradesh,Jumla,Kanaka Sundari Rural Municipality,1,Local,Government,Local Government,Basic Health Service Center
6040200041,HATSINJA HEALTH POST,Karnali Pradesh,Jumla,Kanaka Sundari Rural Municipality,4,Local,Government,Local Government,Basic Health Service Center
6040200051,MALIKABOTA HEALTH POST,Karnali Pradesh,Jumla,Kanaka Sundari Rural Municipality,2,Local,Government,Local Government,Basic Health Service Center
6040200061,PANDAUGUFA HP,Karnali Pradesh,Jumla,Kanaka Sundari Rural Municipality,8,Local,Government,Local Government,Basic Health Service Center
6040300011,DHAPA HEALTH POST,Karnali Pradesh,Jumla,Sinja Rural Municipality,1,Local,Government,Local Government,Basic Health Service Center
6040300021,NARAKOT HEALTH POST,Karnali Pradesh,Jumla,Sinja Rural Municipality,3,Local,Government,Local Government,Basic Health Service Center
6040300031,SANIGAUN HEALTH POST,Karnali Pradesh,Jumla,Sinja Rural Municipality,5,Local,Government,Local Government,Basic Health Service Center
6040400011,KARNALI ACADEMY OF HEALTH SCIENCE TEACHING HOSPITAL,Karnali Pradesh,Jumla,Chandannath Municipality,2,Federal,Government,Ministry of Health and Population,Academy of Health Science/ Teaching hospital/ Institute of Health Sciences
6040400081,KARTIKSWAMI HEALTH POST,Karnali Pradesh,Jumla,Chandannath Municipality,10,Local,Government,Local Government,Basic Health Service Center
6040400091,MAHATGAUN HEALTH POST,Karnali Pradesh,Jumla,Chandannath Municipality,7,Local,Government,Local Government,Basic Health Service Center
6040400121,TALIUM HEALTH POST,Karnali Pradesh,Jumla,Chandannath Municipality,8,Local,Government,Local Government,Basic Health Service Center
6040400141,AYURVEDA HEALTH CENTER JUMLA,Karnali Pradesh,Jumla,Chandannath Municipality,10,Provincial,Government,Provincial Government,Ayurveda Health Center (General Ayurveda Hospital)
6040500011,DEPALGAUN HEALTH POST,Karnali Pradesh,Jumla,Guthichaur Rural Municipality,5,Local,Government,Local Government,Basic Health Service Center
6040500021,GARJYANGKOT HEALTH POST,Karnali Pradesh,Jumla,Guthichaur Rural Municipality,4,Local,Government,Local Government,Basic Health Service Center
6040500031,MANISANGHU HEAITH POST,Karnali Pradesh,Jumla,Guthichaur Rural Municipality,1,Local,Government,Local Government,Basic Health Service Center
6040600011,HANKU HEALTH POST,Karnali Pradesh,Jumla,Tatopani Rural Municipality,4,Local,Government,Local Government,Basic Health Service Center
6040600021,LAMRA HEALTH POST,Karnali Pradesh,Jumla,Tatopani Rural Municipality,5,Local,Government,Local Government,Basic Health Service Center
6040600031,TAMTI HEALTH POST,Karnali Pradesh,Jumla,Tatopani Rural Municipality,7,Local,Government,Local Government,Basic Health Service Center
6040600041,TATOPANI HEALTH POST,Karnali Pradesh,Jumla,Tatopani Rural Municipality,3,Local,Government,Local Government,Basic Health Service Center
6040700011,GHODEMAHADEV HEALTH POST,Karnali Pradesh,Jumla,Tila Rural Municipality,6,Local,Government,Local Government,Basic Health Service Center
6040700021,JUMLAKOT HEALTH POST,Karnali Pradesh,Jumla,Tila Rural Municipality,8,Local,Government,Local Government,Basic Health Service Center
6040700031,KUDARI HEALTH POST,Karnali Pradesh,Jumla,Tila Rural Municipality,3,Local,Government,Local Government,Basic Health Service Center
6040700041,RARALIHI HEALTH POST,Karnali Pradesh,Jumla,Tila Rural Municipality,2,Local,Government,Local Government,Basic Health Service Center
6040700051,MALIKATHANTHA  (RASA) HEALTH POST,Karnali Pradesh,Jumla,Tila Rural Municipality,9,Local,Government,Local Government,Basic Health Service Center
6040800011,BADKI HEALTH POST,Karnali Pradesh,Jumla,Hima Rural Municipality,1,Local,Government,Local Government,Basic Health Service Center
6040800021,MAHABEPATTHAR KHOLA HEALTH POST,Karnali Pradesh,Jumla,Hima Rural Municipality,6,Local,Government,Local Government,Basic Health Service Center
6040800031,KALIKAKHETU PRIMARY HEALTH CARE CENTER,Karnali Pradesh,Jumla,Hima Rural Municipality,5,Local,Government,Local Government,Basic Health Service Center
6050100011,DHOLAGOHE HEALTH POST,Karnali Pradesh,Kalikot,Palata Rural Municipality,2,Local,Government,Local Government,Basic Health Service Center
6050100021,KHEEN HEALTH POST,Karnali Pradesh,Kalikot,Palata Rural Municipality,6,Local,Government,Local Government,Basic Health Service Center
6050100031,THIRPU HEALTH POST,Karnali Pradesh,Kalikot,Palata Rural Municipality,8,Local,Government,Local Government,Basic Health Service Center
6050200011,BADALKOT HEALTH POST,Karnali Pradesh,Kalikot,Pachal Jharana Rural Municipality,1,Local,Government,Local Government,Basic Health Service Center
6050200021,NANIKOT HEALTH POST,Karnali Pradesh,Kalikot,Pachal Jharana Rural Municipality,7,Local,Government,Local Government,Basic Health Service Center
6050200031,RAMANAKOT HEALTH POST,Karnali Pradesh,Kalikot,Pachal Jharana Rural Municipality,4,Local,Government,Local Government,Basic Health Service Center
6050300011,RASKOT AAYURVED DISPENSARY,Karnali Pradesh,Kalikot,Raskot Municipality,6,Local,Government,Local Government,Ayurveda Health Center (General Ayurveda Hospital)
6050300021,PHUKOT HEALTH POST,Karnali Pradesh,Kalikot,Raskot Municipality,9,Local,Government,Local Government,Basic Health Service Center
6050300031,SIPKHANA HEALTH POST,Karnali Pradesh,Kalikot,Raskot Municipality,2,Local,Government,Local Government,Basic Health Service Center
6050300041,SIUNA HEALTH POST,Karnali Pradesh,Kalikot,Raskot Municipality,5,Local,Government,Local Government,Basic Health Service Center
6050400011,MEHALMUDI HEALTH POST,Karnali Pradesh,Kalikot,Sanni Tribeni Rural Municipality,5,Local,Government,Local Government,Basic Health Service Center
6050400021,MUMRAKOT HEALTH POST,Karnali Pradesh,Kalikot,Sanni Tribeni Rural Municipality,8,Local,Government,Local Government,Basic Health Service Center
6050400031,RAKU HEALTH POST,Karnali Pradesh,Kalikot,Sanni Tribeni Rural Municipality,1,Local,Government,Local Government,Basic Health Service Center
6050500011,KOTWADA   HEALTH  POST,Karnali Pradesh,Kalikot,Naraharinath Rural Municipality,1,Local,Government,Local Government,Basic Health Service Center
6050500021,LALU THANTIKOT  HEALTH POST,Karnali Pradesh,Kalikot,Naraharinath Rural Municipality,8,Local,Government,Local Government,Basic Health Service Center
6050500031,MALKOT  HEALTH  POST,Karnali Pradesh,Kalikot,Naraharinath Rural Municipality,6,Local,Government,Local Government,Basic Health Service Center
6050500041,RUPSA  HEALTH  POST  KALIKOT,Karnali Pradesh,Kalikot,Naraharinath Rural Municipality,5,Local,Government,Local Government,Basic Health Service Center
6050500051,YOGI  NARAHARINATH  BASIC  HOSPITAL KUMALAGAUN  KALIKOT,Karnali Pradesh,Kalikot,Naraharinath Rural Municipality,3,Local,Government,Local Government,Basic Hospital (5 to 15 beds)
6050600011,AYURVEDA HEALTH CENTER,Karnali Pradesh,Kalikot,Khandachakra Municipality,1,Provincial,Government,Provincial Government,Ayurveda Health Center (General Ayurveda Hospital)
6050600031,DISTRICT HOSPITAL_ KALIKOT,Karnali Pradesh,Kalikot,Khandachakra Municipality,1,Provincial,Government,Provincial Government,General Hospital
6050600041,DAHA HEALTH POST_KALIKOT,Karnali Pradesh,Kalikot,Khandachakra Municipality,5,Local,Government,Local Government,Basic Health Service Center
6050600051,PAKHA HEALTH POST_KALIKOT,Karnali Pradesh,Kalikot,Khandachakra Municipality,9,Local,Government,Local Government,Basic Health Service Center
6050700011,CHHAPRA HEALTHPOST,Karnali Pradesh,Kalikot,Tilagupha Municipality,7,Local,Government,Local Government,Basic Health Service Center
6050700021,CHILKHAYA HEALTHPOST,Karnali Pradesh,Kalikot,Tilagupha Municipality,9,Local,Government,Local Government,Basic Health Service Center
6050700031,JUBITHA  HEALTHPOST,Karnali Pradesh,Kalikot,Tilagupha Municipality,6,Local,Government,Local Government,Basic Health Service Center
6050700041,PHOIMAHADEV HEALTHPOST,Karnali Pradesh,Kalikot,Tilagupha Municipality,1,Local,Government,Local Government,Basic Health Service Center
6050700051,RACHULI NAGAR HOSPITAL,Karnali Pradesh,Kalikot,Tilagupha Municipality,4,Local,Government,Local Government,Basic Hospital (5 to 15 beds)
6050800011,GELA   HEALTH POST KUNI,Karnali Pradesh,Kalikot,Mahawai Rural Municipality,6,Local,Government,Local Government,Basic Health Service Center
6050800021,ODANKU   HEALTH POST GHATEKHOLA,Karnali Pradesh,Kalikot,Mahawai Rural Municipality,3,Local,Government,Local Government,Basic Health Service Center
6050900011,BHARTA  HEALTH POST,Karnali Pradesh,Kalikot,Kalika Rural Municipality,3,Local,Government,Local Government,Basic Health Service Center
6050900021,MUGRAHA  HEALTH POST,Karnali Pradesh,Kalikot,Kalika Rural Municipality,8,Local,Government,Local Government,Basic Health Service Center
